Zipcode ID,Census Year,WA Zipcode,Median Household Income,Income Per Capita,Population
1041,2022,98271,98279,42888,30262
1042,2022,98037,98570,42106,29720
1043,2022,98026,118151,59741,39035
1044,2022,99026,93534,42892,8828
1045,2022,98502,85540,46116,35551
1046,2022,98087,102896,44471,41849
1047,2022,98125,89983,59167,43993
1048,2022,98001,103338,44341,35842
1049,2022,98115,141013,80879,54457
1050,2022,98020,111803,83004,19323
1051,2022,98260,94309,56915,5434
1052,2022,98503,78508,37652,42263
1053,2022,98501,92005,44020,46796
1054,2022,98208,98805,45311,60723
1055,2022,98296,171445,63610,27436
1056,2022,98312,78664,41205,32288
1057,2022,98036,90770,46971,42164
1058,2022,98204,63738,33948,41709
1059,2022,98902,56655,26887,45929
1060,2022,98908,77767,36443,38671
1061,2022,99163,43316,28499,33829
1062,2022,99205,69055,33136,44216
1063,2022,98392,80673,42547,3203
1064,2022,98272,109051,43501,31866
1065,2022,98382,69261,43747,30777
1066,2022,98345,128221,63531,284
1067,2022,98513,99787,43730,36988
1068,2022,98038,135304,53372,37877
1069,2022,98270,98912,40203,52794
1070,2022,98031,98657,42893,41615
1071,2022,98155,124531,60548,35550
1072,2022,98370,103323,51171,32862
1073,2022,98290,123819,55510,39873
1074,2022,98052,158457,82929,77324
1075,2022,98029,156427,84699,31227
1076,2022,98632,61352,35400,50837
1077,2022,98406,96755,53109,22994
1078,2022,98926,65551,35423,32327
1079,2022,98168,77935,36579,35050
1080,2022,98329,103750,45027,11223
1081,2022,98373,93201,42388,30096
1082,2022,98074,229104,85759,31026
1083,2022,98102,114026,99103,25827
1084,2022,98595,59087,32762,2814
1085,2022,98683,80946,46103,31504
1086,2022,98011,124418,60001,27573
1087,2022,99001,53517,21604,8684
1088,2022,98075,234261,96356,25202
1089,2022,98040,190985,113575,25464
1090,2022,98292,96627,46719,25757
1091,2022,98053,171822,93704,22765
1092,2022,98110,151290,86747,24681
1093,2022,98032,76683,38562,39126
1094,2022,98112,153204,118391,23456
1095,2022,98122,94548,81769,41268
1096,2022,98116,129924,81954,27871
1097,2022,98002,68040,33306,36812
1098,2022,98822,83000,38981,1983
1099,2022,98498,84878,48511,28256
1100,2022,98391,122822,52478,56646
1101,2022,98106,94762,50946,28243
1102,2022,98402,57486,47533,7088
1103,2022,98008,164219,76043,27060
1104,2022,98663,77518,40940,15365
1105,2022,99212,67975,35701,21013
1106,2022,98033,163786,102001,40425
1107,2022,98144,97953,74742,32540
1108,2022,98446,95926,42658,13821
1109,2022,98107,131559,90787,28170
1110,2022,98059,126846,62388,41619
1111,2022,98367,100428,45564,31186
1112,2022,98225,61679,38898,49667
1113,2022,98661,70277,40422,49910
1114,2022,99354,85919,41346,25676
1115,2022,98004,157784,117764,39161
1116,2022,98282,97632,51349,17642
1117,2022,98801,70800,37987,44801
1118,2022,98103,122656,84147,51878
1119,2022,98178,96875,48601,26760
1120,2022,98258,113684,44831,50582
1121,2022,98684,81493,37374,36931
1122,2022,98686,101174,46805,20518
1123,2022,98229,87946,46105,34157
1124,2022,98580,106726,48286,11455
1125,2022,98332,122869,66541,19708
1126,2022,98101,111099,104261,16302
1127,2022,98198,76062,40623,38942
1128,2022,98177,153542,76323,21114
1129,2022,98607,125650,56311,34877
1130,2022,99338,120020,51961,18312
1131,2022,98136,144659,80840,17420
1132,2022,98366,85630,40671,37437
1133,2022,98105,75214,58469,50302
1134,2022,98058,106611,48549,42046
1135,2022,98012,139474,58143,75555
1136,2022,98166,105013,60283,22418
1137,2022,99352,96615,53092,35618
1138,2022,98118,106930,55109,48874
1139,2022,98604,102933,40958,37212
1140,2022,98685,121063,57667,30534
1141,2022,98121,142926,110372,20562
1142,2022,99362,63778,35063,43028
1143,2022,98045,154803,70108,15412
1144,2022,98006,185991,84234,39753
1145,2022,98034,119806,62656,52636
1146,2022,98056,102196,54164,36116
1147,2022,98506,88512,48203,18968
1148,2022,98030,85188,34364,38798
1149,2022,98274,88494,43797,18360
1150,2022,98335,119986,63748,28002
1151,2022,98005,151297,87533,22030
1152,2022,98674,86937,35350,15679
1153,2022,98072,157963,79154,25034
1154,2022,98524,107679,43984,4226
1155,2022,98119,112865,91888,25906
1156,2022,98065,175750,72625,15960
1157,2022,98024,149044,64454,5066
1158,2022,98374,106157,43548,45555
1159,2022,98250,83929,65018,8953
1160,2022,98117,166029,88179,36115
1161,2022,98281,74400,73318,1249
1162,2022,98327,106695,50942,9955
1163,2022,98109,124408,104635,32251
1164,2022,98077,169573,79258,14287
1165,2022,98611,83207,35206,9341
1166,2022,98230,79789,41146,18605
1167,2022,98682,88697,38792,66821
1168,2022,99336,59688,29725,51329
1169,2022,98027,140556,77106,27915
1170,2022,99208,77241,42071,58172
1171,2022,98108,90179,46395,23762
1172,2022,99202,57083,28613,20829
1173,2022,98356,53139,27157,2367
1174,2022,98368,61924,43442,17046
1175,2022,98941,64500,41980,827
1176,2022,98028,132191,67261,23611
1177,2022,98042,122709,51663,49338
1178,2022,98003,67547,34070,51329
1179,2022,98383,105580,50901,22764
1180,2022,98133,85059,52308,50921
1181,2022,98199,168132,92319,22359
1182,2022,98039,244740,156124,2923
1183,2022,98055,90525,43779,24429
1184,2022,98022,112818,57964,22163
1185,2022,98273,71498,34784,30430
1186,2022,98843,63476,51752,2243
1187,2022,98930,66806,23306,15089
1188,2022,98953,79922,31249,7043
1189,2022,98372,94144,44664,26470
1190,2022,98070,103222,61597,10939
1191,2022,98465,73259,53769,7528
1192,2022,98672,86250,50440,6997
1193,2022,98662,86171,39877,37064
1194,2022,98104,63621,53546,15052
1195,2022,98466,89047,47858,30405
1196,2022,98126,108072,65505,21102
1197,2022,98802,88816,43048,31801
1198,2022,98847,63917,33078,2481
1199,2022,98546,89000,45202,2965
1200,2022,98388,94708,46596,7051
1201,2022,99224,73250,44829,24455
1202,2022,98390,85099,43281,11482
1203,2022,99337,88593,37761,32581
1204,2022,99016,94883,44317,19620
1205,2022,98584,69489,33761,38615
1206,2022,98404,72642,31452,36025
1207,2022,98532,80985,36205,26624
1208,2022,99223,87133,52063,34868
1209,2022,98444,60855,28526,35366
1210,2022,98571,-666666666,,76
1211,2022,98247,72240,29929,8468
1212,2022,98443,110313,47622,5899
1213,2022,98010,141579,67391,6128
1214,2022,98407,103900,61300,21050
1215,2022,98639,79375,35268,1146
1216,2022,98665,77604,38156,27947
1217,2022,98007,118634,66809,27571
1218,2022,98239,85735,46665,7634
1219,2022,98380,108895,44402,5582
1220,2022,98223,97344,45560,46117
1221,2022,98512,85928,45535,30784
1222,2022,99161,89167,41516,1366
1223,2022,98232,102841,52800,3939
1224,2022,98023,98057,41784,50778
1225,2022,98092,112735,47015,50679
1226,2022,98310,68247,37471,21692
1227,2022,98349,90000,48054,5050
1228,2022,98467,89849,43758,15140
1229,2022,98311,95595,41940,27527
1230,2022,98226,71943,42017,45703
1231,2022,98922,69542,49978,7577
1232,2022,98675,95217,37920,7198
1233,2022,98277,72441,36517,40181
1234,2022,98445,85403,35660,33252
1235,2022,98620,55507,33288,7584
1236,2022,98339,77143,35979,3295
1237,2022,98220,138452,42113,577
1238,2022,99169,68487,34536,2494
1239,2022,98592,92813,50842,1848
1240,2022,98360,109430,44413,14976
1241,2022,98588,56122,48398,1564
1242,2022,98333,157566,84382,3644
1243,2022,98422,111991,50102,22066
1244,2022,98936,92860,32061,7787
1245,2022,98363,65264,35789,14284
1246,2022,98146,101051,47291,28088
1247,2022,98387,94340,36008,51384
1248,2022,98664,78373,41987,23395
1249,2022,99218,65743,35573,16305
1250,2022,98261,73077,48631,3112
1251,2022,98826,80742,49316,7689
1252,2022,98158,-666666666,-666666666,0
1253,2022,98648,94808,39843,3488
1254,2022,99301,77999,32299,85210
1255,2022,98408,76502,35706,21438
1256,2022,98597,88965,37541,25982
1257,2022,98855,48029,27100,5806
1258,2022,99019,106719,50666,12245
1259,2022,98340,95106,60561,2692
1260,2022,98245,67734,58077,4088
1261,2022,99204,47949,38563,7189
1262,2022,98358,71389,51731,882
1263,2022,99360,72115,26768,1400
1264,2022,99216,62244,33212,27302
1265,2022,98942,74990,35302,18047
1266,2022,99217,71078,37083,19533
1267,2022,98424,90317,37321,12026
1268,2022,98264,90147,41251,22334
1269,2022,98520,56600,28544,24989
1270,2022,98303,92933,73851,1621
1271,2022,98243,82279,83631,297
1272,2022,98346,106038,47544,9973
1273,2022,98377,50000,32328,2392
1274,2022,98405,72606,37975,24264
1275,2022,99201,34462,35487,14246
1276,2022,98284,80326,36937,27688
1277,2022,98014,149028,64239,7626
1278,2022,98418,73264,37642,10082
1279,2022,98371,99397,45588,22983
1280,2022,98528,80747,40098,12393
1281,2022,99004,60939,31881,22210
1282,2022,98541,64271,32269,10004
1283,2022,98403,81330,57098,8613
1284,2022,98359,90858,39630,4889
1285,2022,98252,91266,39313,9905
1286,2022,98823,67031,28787,12638
1287,2022,98642,110319,51688,25005
1288,2022,98557,75859,32150,4144
1289,2022,98248,86334,40645,27147
1290,2022,98375,103622,37473,32595
1291,2022,98148,81431,41892,10652
1292,2022,98188,77722,38727,27523
1293,2022,98043,96085,50367,21347
1294,2022,98409,65245,34196,28645
1295,2022,98660,62422,47699,13146
1296,2022,98362,65178,36903,24544
1297,2022,98249,95250,67203,4372
1298,2022,98576,88105,33351,5099
1299,2022,98944,57928,20467,25176
1300,2022,98582,82178,60195,236
1301,2022,99114,58350,30992,12948
1302,2022,98019,149479,59623,11281
1303,2022,99207,53414,27272,32219
1304,2022,99027,67207,41101,5973
1305,2022,98856,69896,36976,2497
1306,2022,98328,113674,43293,10451
1307,2022,99003,69295,41154,4413
1308,2022,98569,54390,33341,6945
1309,2022,98671,102050,47643,23871
1310,2022,98365,93167,61281,5259
1311,2022,99320,71154,31234,10023
1312,2022,99403,60657,35383,20425
1313,2022,98051,110296,41995,3827
1314,2022,98626,69423,32000,27000
1315,2022,99118,49750,28541,997
1316,2022,99203,91735,53043,21984
1317,2022,98244,77557,35185,3284
1318,2022,99350,70164,29898,14287
1319,2022,98354,91338,42180,8146
1320,2022,98548,65979,41289,2593
1321,2022,99353,119463,43047,18264
1322,2022,98057,68293,47424,12774
1323,2022,98816,69531,41286,6901
1324,2022,98338,106587,41879,32522
1325,2022,98577,67212,32898,7371
1326,2022,98606,117143,51993,9528
1327,2022,98850,61389,21559,1749
1328,2022,98499,60726,33617,34207
1329,2022,98257,85097,50276,4484
1330,2022,99171,68269,31249,969
1331,2022,99021,78558,35000,10058
1332,2022,98550,53383,31601,12254
1333,2022,99006,64528,33552,13888
1334,2022,99123,65875,42266,852
1335,2022,98325,47390,32016,1481
1336,2022,99323,84819,35872,4219
1337,2022,98848,75753,25748,12959
1338,2022,98629,104673,40747,9783
1339,2022,98940,118298,102459,409
1340,2022,98631,56397,43477,3387
1341,2022,99181,56053,28643,1928
1342,2022,98625,105873,48971,6827
1343,2022,98337,69188,43405,8785
1344,2022,98342,90139,54709,1362
1345,2022,98862,57395,44174,3075
1346,2022,98321,122399,55478,16936
1347,2022,98563,68490,38870,7611
1348,2022,99206,70641,34499,42850
1349,2022,99328,69355,41467,3669
1350,2022,98394,-666666666,42248,1244
1351,2022,98570,67996,28806,4417
1352,2022,99022,87462,33873,9012
1353,2022,98276,76125,37130,1564
1354,2022,98531,57961,29894,26931
1355,2022,98294,79705,40382,7516
1356,2022,98650,78816,37673,1216
1357,2022,98644,31809,31889,657
1358,2022,98610,69271,31086,2846
1359,2022,99005,117653,44833,10457
1360,2022,98262,82500,53499,965
1361,2022,99025,112298,45880,5668
1362,2022,98612,63400,31907,3283
1363,2022,99037,77734,39220,15464
1364,2022,99036,140300,58307,1546
1365,2022,98815,70437,41037,7562
1366,2022,98603,76481,30264,1192
1367,2022,98537,70135,32044,3008
1368,2022,98624,82321,38948,1706
1369,2022,98568,73938,31485,2643
1370,2022,98315,76806,27091,6045
1371,2022,98645,98167,45059,2044
1372,2022,98596,75685,34761,7483
1373,2022,98253,70511,49427,2106
1374,2022,98589,87198,40311,7448
1375,2022,99357,65833,21781,3973
1376,2022,98134,65139,29668,852
1377,2022,98240,102602,46973,3426
1378,2022,98433,54797,22495,20342
1379,2022,99324,63628,32057,10076
1380,2022,98651,81071,70267,944
1381,2022,98601,105484,39722,2952
1382,2022,98605,77500,36169,1373
1383,2022,98581,41250,30694,425
1384,2022,98235,57826,21448,570
1385,2022,98937,70250,30586,4598
1386,2022,98050,-666666666,,73
1387,2022,98640,51332,39513,4944
1388,2022,98279,58906,48193,614
1389,2022,99344,62817,23049,19630
1390,2022,99170,61250,33548,955
1391,2022,98068,82250,63853,528
1392,2022,99166,60089,35591,2936
1393,2022,99133,59342,33770,1377
1394,2022,99109,55761,33363,4894
1395,2022,98361,55208,46495,420
1396,2022,98946,78194,49861,363
1397,2022,98903,62850,28402,17590
1398,2022,98828,76492,38347,2075
1399,2022,99341,67639,30273,736
1400,2022,98932,58929,28102,4868
1401,2022,99185,67644,36774,1385
1402,2022,98591,78065,39587,3667
1403,2022,98948,62401,19920,13015
1404,2022,99330,91444,53389,876
1405,2022,98381,72917,31357,282
1406,2022,99130,75000,32273,833
1407,2022,99147,81250,60009,152
1408,2022,99156,63868,35148,9132
1409,2022,99134,39097,29507,572
1410,2022,98047,98056,33595,7014
1411,2022,98164,250001,204060,239
1412,2022,98542,80875,25589,708
1413,2022,99347,57792,31257,2429
1414,2022,98351,130000,71091,1119
1415,2022,99326,68789,20238,5900
1416,2022,98320,52045,31033,1483
1417,2022,98288,55833,47493,180
1418,2022,99029,80125,34467,1747
1419,2022,98266,50980,23449,3983
1420,2022,99115,46343,23710,1224
1421,2022,98617,58450,33857,1039
1422,2022,98950,-666666666,31581,54
1423,2022,98844,42143,26166,4348
1424,2022,98831,60727,42743,3814
1425,2022,98841,66219,29818,9218
1426,2022,98812,59269,19654,5422
1427,2022,99343,68606,23180,3522
1428,2022,98858,70408,38008,1850
1429,2022,98614,68884,79253,532
1430,2022,98251,71175,33835,4703
1431,2022,98851,64810,26125,5196
1432,2022,98947,57143,23115,2786
1433,2022,99349,70911,32799,7531
1434,2022,99101,65714,35524,1635
1435,2022,99148,73750,43995,2358
1436,2022,98331,43597,27006,5671
1437,2022,98951,59828,21430,13145
1438,2022,98638,57072,33420,1561
1439,2022,98376,62206,40666,2109
1440,2022,99402,80769,56347,1594
1441,2022,98925,77946,64871,533
1442,2022,99011,67325,24783,3184
1443,2022,98438,-666666666,26058,560
1444,2022,98647,-666666666,17783,272
1445,2022,98555,63512,55221,238
1446,2022,98832,63438,28627,153
1447,2022,98857,54063,26816,3545
1448,2022,99122,76417,36606,4037
1449,2022,98635,56161,32350,1975
1450,2022,99141,60075,34644,6160
1451,2022,98586,47685,26364,1924
1452,2022,98421,-666666666,14227,790
1453,2022,98840,63179,29683,4775
1454,2022,98830,75455,34072,562
1455,2022,98846,77341,30342,1381
1456,2022,98295,91060,34311,3033
1457,2022,99119,66635,36466,1514
1458,2022,98304,74375,34367,925
1459,2022,99009,75492,28485,4868
1460,2022,98323,113021,55461,655
1461,2022,99030,70000,38468,592
1462,2022,99018,-666666666,23910,264
1463,2022,98834,68875,45779,245
1464,2022,98241,67717,30761,2150
1465,2022,98564,52383,29676,3106
1466,2022,99034,-666666666,21716,215
1467,2022,98439,44135,20990,5679
1468,2022,98849,52868,26810,1098
1469,2022,98547,39704,36874,1240
1470,2022,99173,50608,26532,1898
1471,2022,98616,-666666666,37522,79
1472,2022,99125,50658,23329,626
1473,2022,99138,40583,23436,1103
1474,2022,98814,79625,50033,688
1475,2022,98396,98438,42591,643
1476,2022,99111,61223,35965,4012
1477,2022,98952,53365,18982,1724
1478,2022,99167,65659,35521,720
1479,2022,98357,65208,27155,1550
1480,2022,99116,62794,41868,1538
1481,2022,98286,69750,39357,158
1482,2022,98267,-666666666,36914,160
1483,2022,98224,74432,49156,220
1484,2022,99031,88393,41076,1110
1485,2022,98585,69712,36913,580
1486,2022,98590,103341,37953,396
1487,2022,98670,41250,27633,61
1488,2022,98938,45529,20665,1946
1489,2022,98593,56641,25048,1449
1490,2022,98934,53214,37086,1033
1491,2022,99023,142083,55551,964
1492,2022,98833,78750,46305,153
1493,2022,99137,37500,27412,399
1494,2022,99126,-666666666,14566,952
1495,2022,98305,-666666666,35867,258
1496,2022,98621,69318,40016,257
1497,2022,99159,52750,36211,1186
1498,2022,99180,53451,32903,741
1499,2022,98314,204250,30452,1565
1500,2022,98355,-666666666,25903,749
1501,2022,98526,61250,25121,175
1502,2022,98649,79821,34754,849
1503,2022,98538,62500,46018,397
1504,2022,98533,36797,28388,630
1505,2022,99135,84896,31851,452
1506,2022,99361,81250,37923,1668
1507,2022,99008,67250,50031,439
1508,2022,99032,68036,31216,982
1509,2022,99033,54375,35057,790
1510,2022,98572,61875,26994,778
1511,2022,99013,45032,16715,1507
1512,2022,98562,-666666666,,78
1513,2022,98263,113750,38803,178
1514,2022,98619,71429,32182,659
1515,2022,99113,82292,41765,555
1516,2022,98385,118241,69895,464
1517,2022,98326,44321,23750,1066
1518,2022,98283,58309,21288,466
1519,2022,98530,61719,21641,558
1520,2022,98535,55563,33393,322
1521,2022,98583,47917,17709,144
1522,2022,98845,52171,28534,199
1523,2022,99121,-666666666,35199,332
1524,2022,99110,78536,34105,1465
1525,2022,98575,73750,34128,134
1526,2022,99356,50833,34141,331
1527,2022,98297,43000,54164,55
1528,2022,99129,41705,27380,690
1529,2022,98943,56400,31850,715
1530,2022,98613,94583,41669,602
1531,2022,99012,64659,25948,1111
1532,2022,99017,52188,27351,226
1533,2022,98641,-666666666,41773,55
1534,2022,98536,-666666666,-666666666,0
1535,2022,98587,46875,19338,959
1536,2022,98643,55776,27596,482
1537,2022,98853,-666666666,-666666666,0
1538,2022,98527,62083,66711,244
1539,2022,98560,65833,22358,76
1540,2022,99131,34081,31798,122
1541,2022,99348,74211,32056,1590
1542,2022,98609,-666666666,-666666666,0
1543,2022,98336,76250,30549,594
1544,2022,98935,60085,18814,4378
1545,2022,99179,78906,46052,568
